	target name	taccession	query name	qaccession	fE-value	fscore	fbias	dE-value	dscore	dbias	exp	reg	clu	ov	env	dom	rep	inc	description of target	qlen	plasmid ID
3713	APH3	RF0033	ref|WP_000018329.1|	-	1.1999999999999996e-146	479.9	0.0	1.3e-146	479.8	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010393
6303	AAC6-Ib	RF0005	ref|WP_004152783.1|	-	4.8999999999999984e-133	433.2	0.1	5.599999999999999e-133	433.0	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010394
3971	SHV-LEN	RF0119	ref|WP_002904004.1|	-	8.199999999999996e-204	667.9	2.6	9.199999999999995e-204	667.8	2.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010395
2590	ANT3	RF0027	ref|WP_001206316.1|	-	4.3999999999999984e-169	553.4	1.1	4.899999999999998e-169	553.2	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010396
6420	Chlor_Efflux_Pump	RF0051	ref|WP_000095725.1|	-	1.7999999999999995e-180	593.2	41.4	2.1e-180	592.9	41.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010396
2874	ANT3	RF0027	ref|WP_001261740.1|	-	6.399999999999998e-168	549.5	0.9	7.199999999999997e-168	549.4	0.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010396
6303	AAC6-Ib	RF0005	ref|WP_004152783.1|	-	4.8999999999999984e-133	433.2	0.1	5.599999999999999e-133	433.0	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010396
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010396
4969	KPC	RF0083	ref|WP_004199234.1|	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010396
4807	AAC3	RF0002	ref|WP_001199192.1|	-	4.099999999999999e-90	294.5	0.0	5.9999999999999995e-90	294.0	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010396
3713	APH3	RF0033	ref|WP_000018329.1|	-	1.1999999999999996e-146	479.9	0.0	1.3e-146	479.8	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010574
6303	AAC6-Ib	RF0005	ref|WP_004152783.1|	-	4.8999999999999984e-133	433.2	0.1	5.599999999999999e-133	433.0	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010574
2874	ANT3	RF0027	ref|WP_001261740.1|	-	6.399999999999998e-168	549.5	0.9	7.199999999999997e-168	549.4	0.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010575
6420	Chlor_Efflux_Pump	RF0051	ref|WP_000095725.1|	-	1.7999999999999995e-180	593.2	41.4	2.1e-180	592.9	41.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010575
2590	ANT3	RF0027	ref|WP_001206316.1|	-	4.3999999999999984e-169	553.4	1.1	4.899999999999998e-169	553.2	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010575
4807	AAC3	RF0002	ref|WP_001199192.1|	-	4.099999999999999e-90	294.5	0.0	5.9999999999999995e-90	294.0	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010575
4969	KPC	RF0083	ref|WP_004199234.1|	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010575
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010575
6303	AAC6-Ib	RF0005	ref|WP_004152783.1|	-	4.8999999999999984e-133	433.2	0.1	5.599999999999999e-133	433.0	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010575
5894	Chlor_Acetyltrans_CAT	RF0050	ref|WP_000412211.1|	-	2.1999999999999997e-85	278.6	5.8	2.6999999999999996e-85	278.4	5.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010576
3967	ANT3	RF0027	ref|WP_001206356.1|	-	2.499999999999999e-168	550.9	0.8	2.7999999999999993e-168	550.7	0.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP010576
2374	APH3''	RF0172	ref|WP_001082319.1|	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011314
2373	APH6	RF0034	ref|WP_000480968.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011314
5894	Chlor_Acetyltrans_CAT	RF0050	ref|WP_000412211.1|	-	2.1999999999999997e-85	278.6	5.8	2.6999999999999996e-85	278.4	5.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011314
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011314
5656	AAC3	RF0002	ref|WP_000557452.1|	-	2.0999999999999995e-146	479.3	0.6	2.2999999999999996e-146	479.2	0.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011314
3718	CTXM	RF0059	ref|WP_000239590.1|	-	1.4999999999999994e-192	631.1	4.4	1.6999999999999992e-192	631.0	4.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011314
5656	AAC3	RF0002	ref|WP_000557452.1|	-	2.0999999999999995e-146	479.3	0.6	2.2999999999999996e-146	479.2	0.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011314
4805	ClassD	RF0056	ref|WP_001334766.1|	-	1.9e-85	279.0	4.1	2.2999999999999997e-85	278.7	4.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011314
4806	AAC6-Ib	RF0005	ref|WP_001749987.1|	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011314
4181	TetA	RF0127	ref|WP_000804064.1|	-	1.899999999999999e-212	698.2	25.7	2.0999999999999994e-212	698.0	25.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011314
2874	ANT3	RF0027	ref|WP_001261740.1|	-	6.399999999999998e-168	549.5	0.9	7.199999999999997e-168	549.4	0.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011644
6420	Chlor_Efflux_Pump	RF0051	ref|WP_000095725.1|	-	1.7999999999999995e-180	593.2	41.4	2.1e-180	592.9	41.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011644
2590	ANT3	RF0027	ref|WP_001206316.1|	-	4.3999999999999984e-169	553.4	1.1	4.899999999999998e-169	553.2	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011644
4807	AAC3	RF0002	ref|WP_001199192.1|	-	4.099999999999999e-90	294.5	0.0	5.9999999999999995e-90	294.0	0.0	1.2	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011644
5556	KPC	RF0083	ref|WP_004152396.1|	-	3.8999999999999984e-209	685.6	4.0	4.3999999999999975e-209	685.4	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011645
5706	AAC6-Ib	RF0005	ref|WP_000027045.1|	-	2.899999999999999e-133	433.9	0.1	3.2999999999999993e-133	433.7	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011645
5352	ANT3	RF0027	ref|WP_001206315.1|	-	3.799999999999999e-167	547.0	1.1	4.299999999999999e-167	546.8	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011645
5600	ClassD	RF0056	ref|WP_000722315.1|	-	8.899999999999998e-68	221.1	0.0	9.899999999999998e-68	220.9	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011645
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011645
5556	KPC	RF0083	ref|WP_004152396.1|	-	3.8999999999999984e-209	685.6	4.0	4.3999999999999975e-209	685.4	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011646
3971	SHV-LEN	RF0119	ref|WP_002904004.1|	-	8.199999999999996e-204	667.9	2.6	9.199999999999995e-204	667.8	2.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011646
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011627
2874	ANT3	RF0027	ref|WP_001261740.1|	-	6.399999999999998e-168	549.5	0.9	7.199999999999997e-168	549.4	0.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011628
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011629
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011632
6093	APH3	RF0033	ref|WP_004206941.1|	-	6.600000000000001e-57	185.8	0.3	7.899999999999999e-57	185.5	0.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011632
6620	ANT3	RF0027	ref|WP_032420064.1|	-	5.299999999999999e-147	481.0	0.3	5.999999999999998e-147	480.8	0.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011632
4618	ClassD	RF0056	ref|WP_001007673.1|	-	7.099999999999998e-106	346.0	0.0	7.999999999999999e-106	345.8	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011632
4643	SHV-LEN	RF0119	ref|WP_032491180.1|	-	1.0999999999999996e-202	664.2	2.0	1.1999999999999994e-202	664.1	2.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011632
4618	ClassD	RF0056	ref|WP_001007673.1|	-	7.099999999999998e-106	346.0	0.0	7.999999999999999e-106	345.8	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011634
2508	ANT3	RF0027	ref|WP_001206317.1|	-	8.299999999999998e-169	552.5	1.1	9.299999999999997e-169	552.3	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011634
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011634
4618	ClassD	RF0056	ref|WP_001007673.1|	-	7.099999999999998e-106	346.0	0.0	7.999999999999999e-106	345.8	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011634
2508	ANT3	RF0027	ref|WP_001206317.1|	-	8.299999999999998e-169	552.5	1.1	9.299999999999997e-169	552.3	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011634
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011634
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011635
4969	KPC	RF0083	ref|WP_004199234.1|	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011635
5556	KPC	RF0083	ref|WP_004152396.1|	-	3.8999999999999984e-209	685.6	4.0	4.3999999999999975e-209	685.4	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011575
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011575
4083	Chlor_Acetyltrans_CAT	RF0050	ref|WP_001011939.1|	-	7.799999999999998e-89	289.9	0.3	8.699999999999997e-89	289.8	0.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011576
5656	AAC3	RF0002	ref|WP_000557452.1|	-	2.0999999999999995e-146	479.3	0.6	2.2999999999999996e-146	479.2	0.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011576
4805	ClassD	RF0056	ref|WP_001334766.1|	-	1.9e-85	279.0	4.1	2.2999999999999997e-85	278.7	4.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011576
4806	AAC6-Ib	RF0005	ref|WP_001749987.1|	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011576
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011620
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011621
5600	ClassD	RF0056	ref|WP_000722315.1|	-	8.899999999999998e-68	221.1	0.0	9.899999999999998e-68	220.9	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011621
5352	ANT3	RF0027	ref|WP_001206315.1|	-	3.799999999999999e-167	547.0	1.1	4.299999999999999e-167	546.8	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011621
5706	AAC6-Ib	RF0005	ref|WP_000027045.1|	-	2.899999999999999e-133	433.9	0.1	3.2999999999999993e-133	433.7	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011621
4764	Qnr	RF0113	ref|WP_012579084.1|	-	8.599999999999998e-136	443.4	12.0	9.599999999999998e-136	443.3	12.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011622
4969	KPC	RF0083	ref|WP_004199234.1|	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011622
5706	AAC6-Ib	RF0005	ref|WP_000027045.1|	-	2.899999999999999e-133	433.9	0.1	3.2999999999999993e-133	433.7	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011622
5352	ANT3	RF0027	ref|WP_001206315.1|	-	3.799999999999999e-167	547.0	1.1	4.299999999999999e-167	546.8	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011622
5600	ClassD	RF0056	ref|WP_000722315.1|	-	8.899999999999998e-68	221.1	0.0	9.899999999999998e-68	220.9	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011622
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011622
6664	SHV-LEN	RF0119	ref|WP_020316986.1|	-	1.2999999999999996e-202	664.0	2.1	1.4999999999999991e-202	663.8	2.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011622
6093	APH3	RF0033	ref|WP_004206941.1|	-	6.600000000000001e-57	185.8	0.3	7.899999999999999e-57	185.5	0.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011593
6620	ANT3	RF0027	ref|WP_032420064.1|	-	5.299999999999999e-147	481.0	0.3	5.999999999999998e-147	480.8	0.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011593
4618	ClassD	RF0056	ref|WP_001007673.1|	-	7.099999999999998e-106	346.0	0.0	7.999999999999999e-106	345.8	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011593
4969	KPC	RF0083	ref|WP_004199234.1|	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011595
2874	ANT3	RF0027	ref|WP_001261740.1|	-	6.399999999999998e-168	549.5	0.9	7.199999999999997e-168	549.4	0.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011596
4053	APH3	RF0033	ref|WP_012695470.1|	-	5.799999999999998e-146	477.7	0.0	6.599999999999998e-146	477.5	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011596
2373	APH6	RF0034	ref|WP_000480968.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011596
2374	APH3''	RF0172	ref|WP_001082319.1|	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011596
4771	Qnr	RF0113	ref|WP_012695489.1|	-	5.599999999999999e-114	372.1	7.1	6.099999999999998e-114	372.0	7.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011596
6093	APH3	RF0033	ref|WP_004206941.1|	-	6.600000000000001e-57	185.8	0.3	7.899999999999999e-57	185.5	0.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011614
6620	ANT3	RF0027	ref|WP_032420064.1|	-	5.299999999999999e-147	481.0	0.3	5.999999999999998e-147	480.8	0.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011614
4618	ClassD	RF0056	ref|WP_001007673.1|	-	7.099999999999998e-106	346.0	0.0	7.999999999999999e-106	345.8	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011614
4806	AAC6-Ib	RF0005	ref|WP_001749987.1|	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011614
4805	ClassD	RF0056	ref|WP_001334766.1|	-	1.9e-85	279.0	4.1	2.2999999999999997e-85	278.7	4.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011614
4085	Chlor_Acetyltrans_CAT	RF0050	ref|WP_000186237.1|	-	2.5e-53	173.8	0.0	3.1999999999999996e-53	173.5	0.0	1.1	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011614
4643	SHV-LEN	RF0119	ref|WP_032491180.1|	-	1.0999999999999996e-202	664.2	2.0	1.1999999999999994e-202	664.1	2.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011614
4969	KPC	RF0083	ref|WP_004199234.1|	-	3.399999999999999e-209	685.8	3.6	3.7999999999999983e-209	685.6	3.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011615
2874	ANT3	RF0027	ref|WP_001261740.1|	-	6.399999999999998e-168	549.5	0.9	7.199999999999997e-168	549.4	0.9	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011617
4053	APH3	RF0033	ref|WP_012695470.1|	-	5.799999999999998e-146	477.7	0.0	6.599999999999998e-146	477.5	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011617
2373	APH6	RF0034	ref|WP_000480968.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011617
2374	APH3''	RF0172	ref|WP_001082319.1|	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011617
4771	Qnr	RF0113	ref|WP_012695489.1|	-	5.599999999999999e-114	372.1	7.1	6.099999999999998e-114	372.0	7.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP011617
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009115
5600	ClassD	RF0056	ref|WP_000722315.1|	-	8.899999999999998e-68	221.1	0.0	9.899999999999998e-68	220.9	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009115
5352	ANT3	RF0027	ref|WP_001206315.1|	-	3.799999999999999e-167	547.0	1.1	4.299999999999999e-167	546.8	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009115
6303	AAC6-Ib	RF0005	ref|WP_004152783.1|	-	4.8999999999999984e-133	433.2	0.1	5.599999999999999e-133	433.0	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009115
3718	CTXM	RF0059	ref|WP_000239590.1|	-	1.4999999999999994e-192	631.1	4.4	1.6999999999999992e-192	631.0	4.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009115
4787	Qnr	RF0113	ref|WP_001516695.1|	-	6.1e-123	401.4	8.6	6.799999999999999e-123	401.3	8.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009115
2483	APH3'	RF0173	ref|WP_014386410.1|	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009115
2485	NDM-CcrA	RF0108	ref|WP_004201164.1|	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009115
3974	TetD	RF0130	ref|WP_001039466.1|	-	1.3999999999999993e-269	886.3	34.1	1.599999999999999e-269	886.1	34.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009116
4083	Chlor_Acetyltrans_CAT	RF0050	ref|WP_001011939.1|	-	7.799999999999998e-89	289.9	0.3	8.699999999999997e-89	289.8	0.3	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009116
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009116
6333	APH6	RF0034	ref|WP_000480972.1|	-	8.799999999999998e-150	490.7	1.5	9.699999999999997e-150	490.6	1.5	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009116
6721	APH3''	RF0172	ref|WP_001082320.1|	-	7.199999999999998e-165	539.8	0.1	7.999999999999998e-165	539.6	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009116
4785	Qnr	RF0113	ref|WP_001749994.1|	-	2.3999999999999998e-114	373.3	6.7	2.6999999999999996e-114	373.2	6.7	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009116
4015	ANT3	RF0027	ref|WP_001749984.1|	-	5.599999999999999e-150	490.7	0.4	6.399999999999999e-150	490.6	0.4	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009116
4806	AAC6-Ib	RF0005	ref|WP_001749987.1|	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009116
6727	msbA	RF0107	ref|WP_046042014.1|	-	2.3999999999999985e-211	695.7	1.6	5.099999999999998e-112	367.8	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0			NZ_FO834905
5556	KPC	RF0083	ref|WP_004152396.1|	-	3.8999999999999984e-209	685.6	4.0	4.3999999999999975e-209	685.4	4.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009773
5706	AAC6-Ib	RF0005	ref|WP_000027045.1|	-	2.899999999999999e-133	433.9	0.1	3.2999999999999993e-133	433.7	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009773
5352	ANT3	RF0027	ref|WP_001206315.1|	-	3.799999999999999e-167	547.0	1.1	4.299999999999999e-167	546.8	1.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009773
5600	ClassD	RF0056	ref|WP_000722315.1|	-	8.899999999999998e-68	221.1	0.0	9.899999999999998e-68	220.9	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009773
2665	TEM	RF0126	ref|WP_000027057.1|	-	1.7999999999999995e-205	673.4	0.0	1.999999999999999e-205	673.2	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009773
2373	APH6	RF0034	ref|WP_000480968.1|	-	2.3999999999999993e-150	492.5	1.6	2.6999999999999996e-150	492.4	1.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009773
2374	APH3''	RF0172	ref|WP_001082319.1|	-	2.4999999999999994e-165	541.3	0.2	2.7999999999999994e-165	541.1	0.2	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP009773
2483	APH3'	RF0173	ref|WP_014386410.1|	-	1.2999999999999998e-88	290.0	1.0	1.3999999999999996e-88	289.8	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP006799
2485	NDM-CcrA	RF0108	ref|WP_004201164.1|	-	3.6999999999999994e-111	363.3	0.1	4.199999999999998e-111	363.1	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP006799
4768	Qnr	RF0113	ref|WP_014386481.1|	-	1.3999999999999997e-114	374.1	6.6	1.4999999999999997e-114	374.0	6.6	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP006799
4806	AAC6-Ib	RF0005	ref|WP_001749987.1|	-	1.7999999999999997e-130	424.8	0.1	1.9999999999999994e-130	424.7	0.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP006799
4805	ClassD	RF0056	ref|WP_001334766.1|	-	1.9e-85	279.0	4.1	2.2999999999999997e-85	278.7	4.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP006799
3967	ANT3	RF0027	ref|WP_001206356.1|	-	2.499999999999999e-168	550.9	0.8	2.7999999999999993e-168	550.7	0.8	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0			NZ_CP006799
