	locus	Genus	Species	environment	character	IS26	length	CDS
17995	NG_050504.2					Absent		
17996	NC_005247.1					Absent		
17997	NG_050543.1					Absent		
17998	NZ_CP004266.1					Absent		
17999	NZ_LN890523.1					Absent		
18000	NC_010550.1					Absent		
18001	NZ_CP010860.1					Absent		
18002	NC_017183.1					Absent		
18003	NC_002759.1					Absent		
18004	NC_023138.1					Absent		
18005	NZ_CP003713.1					Absent		
18006	NZ_CP013633.1					Absent		
18007	NC_011602.1					Absent		
18008	NZ_CP011569.1					Absent		
18009	NZ_CP018280.1					Absent		
18010	NC_010514.1					Absent		
18011	NZ_CP011788.1					Absent		
18012	NC_010940.1					Absent		
18013	NG_049139.1					Absent		
18014	NZ_CP015205.1					Absent		
18015	NC_019186.1					Absent		
18016	NZ_CP014577.1					Absent		
18017	NZ_CP011520.2					Absent		
18018	NZ_CP017861.1					Absent		
18019	NZ_CP012425.1					Absent		
18020	NC_005205.1					Absent		
18021	NC_017821.1					Absent		
18022	NC_004058.1					Absent		
18023	NZ_CP004206.1					Absent		
18024	NC_015659.1					Absent		
18025	NZ_CP014439.1					Absent		
18026	NC_025004.1					Absent		
18027	NZ_CP012386.1					Absent		
18028	NC_016000.1					Absent		
18029	NZ_CP014308.1					Absent		
18030	NG_049496.1					Absent		
18031	NC_004747.1					Absent		
18032	NZ_CP014303.1					Absent		
18033	NC_019040.1					Absent		
18034	NC_017494.1					Absent		
18035	NC_025195.1					Absent		
18036	NC_004954.1					Absent		
18037	NZ_CP013255.1					Absent		
18038	NC_019374.1					Absent		
18039	NZ_CP014599.1					Absent		
18040	NG_048838.1					Absent		
18041	NC_015257.1					Absent		
18042	NZ_CP017104.1					Absent		
18043	NC_012261.1					Absent		
18044	NG_050006.1					Absent		
18045	NZ_CP012926.1					Absent		
18046	NC_011411.1					Absent		
18047	NZ_CP014319.1					Absent		
18048	NC_015409.1					Absent		
18049	NZ_CP006964.1					Absent		
18050	NZ_CP013345.1					Absent		
18051	NC_008042.1					Absent		
18052	NZ_CP019025.1					Absent		
18053	NC_019440.1					Absent		
18054	NC_019735.1					Absent		
18055	NG_048272.1					Absent		
18056	NC_007171.1					Absent		
18057	NC_019175.1					Absent		
18058	NC_020239.1					Absent		
18059	NC_011851.1					Absent		
18060	NC_005312.1					Absent		
18061	NC_007768.1					Absent		
18062	NC_019052.1					Absent		
18063	NC_019041.1					Absent		
18064	NC_006976.1					Absent		
18065	NC_013371.1					Absent		
18066	NZ_CP007050.1					Absent		
18067	NZ_CP005873.1					Absent		
18068	NT_187160.1					Absent		
18069	NZ_CP011772.1					Absent		
18070	NZ_AP010873.1					Absent		
18071	NZ_CP015791.1					Absent		
18072	NC_002611.1					Absent		
18073	NZ_CP014876.1					Absent		
18074	NC_019286.1					Absent		
18075	NZ_CP015811.1					Absent		
18076	NC_002105.1					Absent		
18077	NC_011774.1					Absent		
18078	NG_048997.1					Absent		
18079	NC_010399.1					Absent		
18080	NZ_CP006369.1					Absent		
18081	NZ_CP011297.1					Absent		
18082	NZ_CP015393.1					Absent		
18083	NZ_CP015919.1					Absent		
18084	NC_011261.1					Absent		
18085	NZ_CP013172.1					Absent		
18086	NC_009595.1					Absent		
18087	NZ_CP018439.1					Absent		
18088	NZ_CP011404.1					Absent		
18089	NZ_CP010355.1					Absent		
18090	NC_009897.1					Absent		
18091	NC_000950.1					Absent		
18092	NC_020957.1					Absent		
18093	NC_017240.1					Absent		
18094	NC_020287.1					Absent		
18095	NZ_CP015741.1					Absent		
18096	NC_017112.1					Absent		
18097	NZ_CP011543.1					Absent		
18098	NC_007191.1					Absent		
18099	NZ_CP011864.1					Absent		
18100	NZ_CP013268.1					Absent		
18101	NC_001755.1					Absent		
18102	NC_018652.1					Absent		
18103	NC_022520.1					Absent		
18104	NZ_CP007792.1					Absent		
18105	NC_011338.1					Absent		
18106	NG_049306.1					Absent		
18107	NC_015912.1					Absent		
18108	NC_019265.1					Absent		
18109	NZ_AP014828.1					Absent		
18110	NZ_CP015373.1					Absent		
18111	NC_013342.1					Absent		
18112	NC_007714.1					Absent		
18113	NZ_CP005730.1					Absent		
18114	NZ_CP005689.1					Absent		
18115	NC_010478.1					Absent		
18116	NC_000953.1					Absent		
18117	NC_015700.1					Absent		
18118	NG_048854.1					Absent		
18119	NC_003350.1					Absent		
18120	NZ_CP013785.1					Absent		
18121	NG_048153.1					Absent		
18122	NC_007490.2					Absent		
18123	NZ_CP004166.1					Absent		
18124	NC_015582.1					Absent		
18125	NC_011383.1					Absent		
18126	NC_010469.1					Absent		
18127	NZ_CP005782.1					Absent		
18128	NZ_CP014871.1					Absent		
18129	NC_019079.1					Absent		
18130	NZ_CP018958.1					Absent		
18131	NZ_CP011352.1					Absent		
18132	NC_032099.1					Absent		
18133	NC_019176.1					Absent		
18134	NC_006676.1					Absent		
18135	NZ_CP014917.1					Absent		
18136	NC_011964.1					Absent		
18137	NC_014027.1					Absent		
18138	NZ_CP015841.1					Absent		
18139	NC_021869.1					Absent		
18140	NC_021528.1					Absent		
18141	NZ_CP010248.1					Absent		
18142	NC_009427.1					Absent		
18143	NZ_HG938354.1					Absent		
18144	NZ_CP012189.1					Absent		
18145	NZ_CP019210.1					Absent		
18146	NZ_CP005777.1					Absent		
18147	NC_013290.1					Absent		
18148	NC_019068.1					Absent		
18149	NZ_CP002704.1					Absent		
18150	NC_005088.1					Absent		
18151	NC_015472.1					Absent		
18152	NZ_CP015777.1					Absent		
18153	NC_016022.1					Absent		
18154	NC_005211.1					Absent		
18155	NZ_CP015223.1					Absent		
18156	NZ_CP004212.1					Absent		
18157	NC_009469.1					Absent		
18158	NC_014917.1					Absent		
18159	NC_019884.1					Absent		
18160	NC_017407.1					Absent		
18161	NC_011785.1					Absent		
18162	NZ_AP014803.1					Absent		
18163	NZ_CP015198.1					Absent		
18164	NZ_CP016902.1					Absent		
18165	NC_004772.1					Absent		
18166	NC_019761.1					Absent		
18167	NZ_CP010182.1					Absent		
18168	NC_015575.1					Absent		
18169	NZ_HG938357.1					Absent		
18170	NC_012170.1					Absent		
18171	NZ_CP017286.1					Absent		
18172	NZ_CP010175.1					Absent		
18173	NZ_CP014114.1					Absent		
18174	NC_017101.1					Absent		
18175	NZ_CP014481.1					Absent		
18176	NC_019700.1					Absent		
18177	NZ_AP017297.1					Absent		
18178	NC_010467.1					Absent		
18179	NZ_CP011637.1					Absent		
18180	NZ_CP014336.1					Absent		
18181	NG_047796.1					Absent		
18182	NC_008766.1					Absent		
18183	NC_008496.1					Absent		
18184	NC_017483.1					Absent		
18185	NZ_CP009218.1					Absent		
18186	NC_022367.1					Absent		
18187	NC_019344.1					Absent		
18188	NC_019984.1					Absent		
18189	NC_008790.1					Absent		
18190	NC_009130.1					Absent		
18191	NZ_CP016548.1					Absent		
18192	NC_010993.1					Absent		
18193	NG_047346.1					Absent		
18194	NC_013120.1					Absent		
18195	NZ_CP014401.1					Absent		
18196	NC_010614.1					Absent		
18197	NC_002473.1					Absent		
18198	NC_012760.1					Absent		
18199	NC_008545.1					Absent		
18200	NC_012248.1					Absent		
18201	NC_001425.2					Absent		
18202	NZ_CP014897.1					Absent		
18203	NC_009927.1					Absent		
18204	NC_015383.1					Absent		
18205	NC_000959.1					Absent		
18206	NC_007336.1					Absent		
18207	NZ_CP010887.1					Absent		
18208	NZ_CP010201.1					Absent		
18209	NZ_CP015788.1					Absent		
18210	NC_017720.1					Absent		
18211	NC_006855.1					Absent		
18212	NZ_CP016425.1					Absent		
18213	NC_011414.1					Absent		
18214	NC_006869.1					Absent		
18215	NZ_CP014128.1					Absent		
18216	NC_003079.1					Absent		
18217	NC_009713.1					Absent		
18218	NC_014149.1					Absent		
18219	NC_016634.1					Absent		
18220	NZ_CP010162.1					Absent		
18221	NZ_CP007125.1					Absent		
18222	NZ_CP013053.1					Absent		
18223	NC_004925.1					Absent		
18224	NZ_CP009357.1					Absent		
18225	NC_019562.1					Absent		
18226	NC_013596.1					Absent		
18227	NC_005098.1					Absent		
18228	NC_005231.1					Absent		
18229	NG_047858.1					Absent		
18230	NG_049338.1					Absent		
18231	NC_005076.1					Absent		
18232	NC_019321.1					Absent		
18233	NZ_CP019141.1					Absent		
18234	NC_010377.1					Absent		
18235	NC_020523.1					Absent		
18236	NZ_CP010124.1					Absent		
18237	NZ_CP018289.1					Absent		
18238	NZ_CP005786.1					Absent		
18239	NZ_CP019439.1					Absent		
18240	NC_010888.1					Absent		
18241	NC_013536.1					Absent		
18242	NC_021497.1					Absent		
18243	NG_048476.1					Absent		
18244	NC_013367.1					Absent		
18245	NZ_CP015022.1					Absent		
18246	NC_012521.1					Absent		
18247	NC_017541.1					Absent		
18248	NC_021668.1					Absent		
18249	NZ_CP014437.1					Absent		
18250	NC_015967.1					Absent		
18251	NZ_CP015330.1					Absent		
18252	NC_002757.1					Absent		
18253	NZ_CP012557.1					Absent		
18254	NZ_CP015144.1					Absent		
18255	NZ_CP019793.1					Absent		
18256	NC_019959.1					Absent		
18257	NZ_CP019641.1					Absent		
18258	NC_005020.1					Absent		
18259	NZ_CP014695.1					Absent		
18260	NZ_CP012512.1					Absent		
18261	NZ_CP010209.1					Absent		
18262	NZ_AP014823.1					Absent		
18263	NZ_CP014604.1					Absent		
18264	NZ_LN890334.1					Absent		
18265	NC_002150.1					Absent		
18266	NC_016821.2					Absent		
18267	NZ_CP013265.1					Absent		
18268	NG_048159.1					Absent		
18269	NC_009349.1					Absent		
18270	NZ_CP015711.1					Absent		
18271	NC_017264.1					Absent		
18272	NC_021277.1					Absent		
18273	NC_004976.1					Absent		
18274	NZ_CP007066.1					Absent		
18275	NC_019113.1					Absent		
18276	NZ_CP014487.1					Absent		
18277	NZ_CP009710.1					Absent		
18278	NC_020196.1					Absent		
18279	NZ_CP017254.1					Absent		
18280	NG_047289.1					Absent		
18281	NZ_CP007675.1					Absent		
18282	NG_050549.1					Absent		
18283	NG_047555.1					Absent		
18284	NZ_CP010184.1					Absent		
18285	NC_019009.1					Absent		
18286	NC_010882.1					Absent		
18287	NZ_CP012884.1					Absent		
18288	NZ_CP014526.1					Absent		
18289	NC_011793.1					Absent		
18290	NC_005023.1					Absent		
18291	NC_009794.1					Absent		
18292	NC_019148.1					Absent		
18293	NZ_CP019002.1					Absent		
18294	NC_013964.1					Absent		
18295	NZ_CP005884.1					Absent		
18296	NZ_CP018966.1					Absent		
18297	NZ_CP004191.1					Absent		
18298	NZ_CP010570.1					Absent		
18299	NC_011845.1					Absent		
18300	NZ_CP015326.1					Absent		
18301	NZ_CP013603.1					Absent		
18302	NC_011982.1					Absent		
18303	NC_000954.1					Absent		
18304	NC_004444.1					Absent		
18305	NZ_CP018945.1					Absent		
18306	NG_047840.1					Absent		
18307	NC_001315.1					Absent		
18308	NC_004985.1					Absent		
18309	NZ_CP009719.1					Absent		
18310	NC_012199.1					Absent		
18311	NC_011974.1					Absent		
18312	NC_005562.1					Absent		
18313	NC_016595.1					Absent		
18314	NC_023317.1					Absent		
18315	NC_016515.1					Absent		
18316	NC_013324.1					Absent		
18317	NC_022436.1					Absent		
18318	NZ_CP018932.1					Absent		
18319	NZ_CP017010.1					Absent		
18320	NC_017324.1					Absent		
18321	NZ_CP012862.1					Absent		
18322	NC_013531.1					Absent		
18323	NC_025193.1					Absent		
18324	NC_010927.1					Absent		
18325	NZ_CP009462.1					Absent		
18326	NC_002145.1					Absent		
18327	NC_018639.1					Absent		
18328	NC_024957.1					Absent		
18329	NG_047816.1					Absent		
18330	NC_012036.1					Absent		
18331	NG_048151.1					Absent		
18332	NC_017394.1					Absent		
18333	NZ_CP013734.1					Absent		
18334	NC_019229.1					Absent		
18335	NC_006975.1					Absent		
18336	NC_018022.1					Absent		
18337	NC_019895.1					Absent		
18338	NC_011858.1					Absent		
18339	NZ_CP014880.1					Absent		
18340	NZ_CP009362.1					Absent		
18341	NG_048311.1					Absent		
18342	NC_012111.1					Absent		
18343	NC_006828.1					Absent		
18344	NZ_CP019237.1					Absent		
18345	NC_002123.1					Absent		
18346	NZ_CP013273.1					Absent		
18347	NZ_CP010871.1					Absent		
18348	NZ_CP013181.1					Absent		
18349	NG_047412.1					Absent		
18350	NZ_CP005813.1					Absent		
18351	NT_187151.1					Absent		
18352	NZ_CP013531.1					Absent		
18353	NZ_CP007554.1					Absent		
18354	NC_025016.1					Absent		
18355	NC_025146.1					Absent		
18356	NZ_CP018827.1					Absent		
18357	NZ_CP010530.1					Absent		
18358	NC_018026.1					Absent		
18359	NC_021927.1					Absent		
18360	NC_024973.1					Absent		
18361	NZ_AP014831.1					Absent		
18362	NC_021986.1					Absent		
18363	NC_014975.1					Absent		
18364	NC_014250.1					Absent		
18365	NC_015729.1					Absent		
18366	NZ_CP015097.1					Absent		
18367	NZ_CP013954.1					Absent		
18368	NC_018744.1					Absent		
18369	NZ_CP017847.1					Absent		
18370	NZ_CP015602.1					Absent		
18371	NC_002061.1					Absent		
18372	NZ_CP014235.1					Absent		
18373	NZ_CP014288.1					Absent		
18374	NZ_CP004876.1					Absent		
18375	NZ_CP016643.1					Absent		
18376	NZ_CP018730.1					Absent		
18377	NZ_CP018905.1					Absent		
18378	NZ_CP006901.1					Absent		
18379	NC_015670.1					Absent		
18380	NC_018682.1					Absent		
18381	NG_047977.1					Absent		
18382	NZ_CP005867.1					Absent		
18383	NC_007203.1					Absent		
18384	NZ_CP010955.1					Absent		
18385	NC_021361.1					Absent		
18386	NC_011738.1					Absent		
18387	NZ_CP008707.1					Absent		
18388	NC_024988.1					Absent		
18389	NC_014753.1					Absent		
18390	NC_017813.1					Absent		
18391	NC_015170.1					Absent		
18392	NC_019111.1					Absent		
18393	NC_017107.1					Absent		
18394	NZ_CP018474.1					Absent		
18395	NC_011336.1					Absent		
18396	NC_019397.1					Absent		
18397	NZ_CP019037.1					Absent		
18398	NZ_CP012399.1					Absent		
18399	NC_004338.1					Absent		
18400	NG_048179.1					Absent		
18401	NZ_CP011804.1					Absent		
18402	NZ_CP007713.1					Absent		
18403	NZ_CP015139.1					Absent		
18404	NZ_CP019207.1					Absent		
18405	NC_019784.1					Absent		
18406	NZ_CP013740.1					Absent		
18407	NC_004959.1					Absent		
18408	NZ_AP014707.1					Absent		
18409	NC_015657.1					Absent		
18410	NZ_AP014829.1					Absent		
18411	NZ_CP019566.1					Absent		
18412	NC_001787.1					Absent		
18413	NG_051881.1					Absent		
18414	NZ_CP014966.1					Absent		
18415	NZ_CP004285.1					Absent		
18416	NZ_CP016532.1					Absent		
18417	NC_021208.1					Absent		
18418	NC_002062.1					Absent		
18419	NZ_CP010885.1					Absent		
18420	NZ_CP003916.1					Absent		
18421	NZ_CP009014.1					Absent		
18422	NC_017383.1					Absent		
18423	NC_001791.1					Absent		
18424	NC_005970.1					Absent		
18425	NG_048887.1					Absent		
18426	NC_012262.1					Absent		
18427	NZ_CP014701.1					Absent		
18428	NC_014312.1					Absent		
18429	NZ_CP012928.1					Absent		
18430	NZ_CP012855.1					Absent		
18431	NT_187155.1					Absent		
18432	NZ_CP009012.1					Absent		
18433	NC_008487.1					Absent		
18434	NC_017442.1					Absent		
18435	NZ_CP013224.1					Absent		
18436	NC_019125.1					Absent		
18437	NG_048118.1					Absent		
18438	NZ_LN606601.1					Absent		
18439	NC_014549.1					Absent		
18440	NG_048562.1					Absent		
18441	NC_020886.1					Absent		
18442	NC_001597.1					Absent		
18443	NG_048983.1					Absent		
18444	NC_002698.1					Absent		
18445	NG_050303.1					Absent		
18446	NC_019355.1					Absent		
18447	NZ_CP018291.1					Absent		
18448	NZ_CP012166.1					Absent		
18449	NZ_CP014934.1					Absent		
18450	NC_015322.1					Absent		
18451	NZ_CP015713.1					Absent		
18452	NC_013327.1					Absent		
18453	NC_012509.1					Absent		
18454	NZ_CP009062.1					Absent		
18455	NC_021727.1					Absent		
18456	NZ_CP010305.1					Absent		
18457	NZ_CP018284.1					Absent		
18458	NZ_CP019328.1					Absent		
18459	NZ_CP014537.1					Absent		
18460	NZ_CP007649.1					Absent		
18461	NZ_CP014509.1					Absent		
18462	NC_017311.1					Absent		
18463	NC_010379.1					Absent		
18464	NC_013420.1					Absent		
18465	NZ_CP009627.1					Absent		
18466	NC_001763.1					Absent		
18467	NZ_AP014826.1					Absent		
18468	NC_011865.1					Absent		
18469	NC_018996.1					Absent		
18470	NZ_CP004202.1					Absent		
18471	NZ_CP018072.1					Absent		
18472	NZ_CP012803.1					Absent		
18473	NC_005001.1					Absent		
18474	NC_010603.1					Absent		
18475	NZ_CP005764.1					Absent		
18476	NC_010912.1					Absent		
18477	NC_020988.1					Absent		
18478	NZ_CP007049.1					Absent		
18479	NZ_CP018446.1					Absent		
18480	NZ_CP012657.1					Absent		
18481	NZ_CP014811.1					Absent		
18482	NC_021906.1					Absent		
18483	NC_010891.1					Absent		
18484	NC_006969.2					Absent		
18485	NZ_CP004331.1					Absent		
18486	NC_017226.1					Absent		
18487	NC_012848.1					Absent		
18488	NC_012507.1					Absent		
18489	NC_016748.1					Absent		
18490	NZ_CP015297.1					Absent		
18491	NC_012185.1					Absent		
18492	NZ_CP009119.1					Absent		
18493	NC_025180.1					Absent		
18494	NC_007595.1					Absent		
18495	NC_003528.1					Absent		
18496	NZ_CP012164.1					Absent		
18497	NC_011223.1					Absent		
18498	NC_019335.1					Absent		
18499	NZ_CP004340.1					Absent		
18500	NC_020288.1					Absent		
18501	NC_019205.1					Absent		
18502	NZ_CP018934.1					Absent		
18503	NZ_CP011640.1					Absent		
18504	NZ_CP018242.1					Absent		
18505	NG_047768.1					Absent		
18506	NC_003201.1					Absent		
18507	NC_009352.2					Absent		
18508	NZ_CP018077.1					Absent		
18509	NC_011610.1					Absent		
18510	NC_017414.1					Absent		
18511	NC_003080.1					Absent		
18512	NZ_CP011053.1					Absent		
18513	NZ_CP013712.1					Absent		
18514	NZ_CP009975.1					Absent		
18515	NC_021493.1					Absent		
18516	NZ_CP018361.1					Absent		
18517	NZ_CP005755.1					Absent		
18518	NZ_CP009691.1					Absent		
18519	NG_048799.1					Absent		
18520	NC_013963.1					Absent		
18521	NT_187164.1					Absent		
18522	NC_004937.1					Absent		
18523	NZ_CP015591.1					Absent		
18524	NC_015872.1					Absent		
18525	NC_005019.1					Absent		
18526	NG_048534.1					Absent		
18527	NC_019311.1					Absent		
18528	NC_022574.1					Absent		
18529	NC_002364.1					Absent		
18530	NG_048376.1					Absent		
18531	NZ_CP012424.1					Absent		
18532	NC_008350.1					Absent		
18533	NC_019377.1					Absent		
18534	NG_048378.1					Absent		
18535	NZ_CP005924.1					Absent		
18536	NG_048372.1					Absent		
18537	NC_013775.1					Absent		
18538	NC_023282.1					Absent		
18539	NZ_CP018429.1					Absent		
18540	NZ_CP018859.1					Absent		
18541	NC_016852.1					Absent		
18542	NC_007293.1					Absent		
18543	NC_004930.1					Absent		
18544	NZ_LN609304.1					Absent		
18545	NC_015421.1					Absent		
18546	NZ_CP013339.1					Absent		
18547	NG_048195.1					Absent		
18548	NZ_CP013573.1					Absent		
18549	NC_024999.1					Absent		
18550	NC_004933.1					Absent		
18551	NC_013373.1					Absent		
18552	NC_020183.2					Absent		
18553	NC_008696.1					Absent		
18554	NC_019373.1					Absent		
18555	NZ_CP013642.1					Absent		
18556	NC_010115.1					Absent		
18557	NZ_CP005774.1					Absent		
18558	NG_048263.1					Absent		
18559	NZ_CP012104.1					Absent		
18560	NZ_CP010891.1					Absent		
18561	NC_017235.1					Absent		
18562	NG_050265.1					Absent		
18563	NZ_CP018244.1					Absent		
18564	NZ_CP005766.1					Absent		
18565	NC_021239.1					Absent		
18566	NC_013325.1					Absent		
18567	NG_049466.1					Absent		
18568	NC_022372.1					Absent		
18569	NZ_CP009345.1					Absent		
18570	NG_050461.1					Absent		
18571	NZ_CP017108.1					Absent		
18572	NC_015180.1					Absent		
18573	NG_047566.1					Absent		
18574	NC_019096.1					Absent		
18575	NZ_CP011315.1					Absent		
18576	NZ_CP005692.1					Absent		
18577	NZ_CP016416.1					Absent		
18578	NC_013718.1					Absent		
18579	NZ_CP004313.1					Absent		
18580	NC_017762.1					Absent		
18581	NZ_CP019003.1					Absent		
18582	NC_010466.1					Absent		
18583	NC_018517.1					Absent		
18584	NZ_CP016002.1					Absent		
18585	NZ_CP010057.1					Absent		
18586	NZ_CP014413.1					Absent		
18587	NZ_CP017030.1					Absent		
18588	NZ_CP010246.1					Absent		
18589	NC_014838.1					Absent		
18590	NC_019694.1					Absent		
18591	NC_005243.1					Absent		
18592	NZ_CP015151.1					Absent		
18593	NZ_CP011067.1					Absent		
18594	NG_049482.1					Absent		
18595	NZ_CP018473.1					Absent		
18596	NC_001371.1					Absent		
18597	NG_050407.1					Absent		
18598	NC_016591.1					Absent		
18599	NG_047935.1					Absent		
18600	NG_049373.1					Absent		
18601	NG_049202.1					Absent		
18602	NZ_CP005681.1					Absent		
